pointid,name,type,amount,itemtype,rarity
5006,unknown,unknown,0,unknown,unknown
5007,unknown,unknown,0,unknown,unknown
5008,unknown,unknown,0,unknown,unknown
5009,unknown,unknown,0,unknown,unknown
5010,unknown,unknown,0,unknown,unknown
5011,unknown,unknown,0,unknown,unknown
5012,unknown,unknown,0,unknown,unknown
5013,unknown,unknown,0,unknown,unknown
5014,unknown,unknown,0,unknown,unknown
5015,unknown,unknown,0,unknown,unknown
5016,unknown,unknown,0,unknown,unknown
5017,unknown,unknown,0,unknown,unknown
5018,unknown,unknown,0,unknown,unknown
5019,unknown,unknown,0,unknown,unknown
5020,unknown,unknown,0,unknown,unknown
5021,unknown,unknown,0,unknown,unknown
5022,unknown,unknown,0,unknown,unknown
5023,unknown,unknown,0,unknown,unknown
5024,unknown,unknown,0,unknown,unknown
5025,unknown,unknown,0,unknown,unknown
5026,unknown,unknown,0,unknown,unknown
5027,unknown,unknown,0,unknown,unknown
5028,unknown,unknown,0,unknown,unknown
5029,unknown,unknown,0,unknown,unknown
5030,unknown,unknown,0,unknown,unknown
5031,unknown,unknown,0,unknown,unknown
5032,unknown,unknown,0,unknown,unknown
5033,unknown,unknown,0,unknown,unknown
5034,unknown,unknown,0,unknown,unknown
5035,unknown,unknown,0,unknown,unknown
5036,unknown,unknown,0,unknown,unknown
5037,unknown,unknown,0,unknown,unknown
5038,unknown,unknown,0,unknown,unknown
5039,unknown,unknown,0,unknown,unknown
5040,unknown,unknown,0,unknown,unknown
5041,unknown,unknown,0,unknown,unknown
5042,unknown,unknown,0,unknown,unknown
5043,unknown,unknown,0,unknown,unknown
5044,unknown,unknown,0,unknown,unknown
5045,unknown,unknown,0,unknown,unknown
5046,unknown,unknown,0,unknown,unknown
5047,unknown,unknown,0,unknown,unknown
5048,unknown,unknown,0,unknown,unknown
5049,unknown,unknown,0,unknown,unknown
5050,unknown,unknown,0,unknown,unknown
5051,unknown,unknown,0,unknown,unknown
5052,unknown,unknown,0,unknown,unknown
5053,unknown,unknown,0,unknown,unknown
5054,unknown,unknown,0,unknown,unknown
5055,unknown,unknown,0,unknown,unknown
5056,unknown,unknown,0,unknown,unknown
5057,unknown,unknown,0,unknown,unknown
5058,unknown,unknown,0,unknown,unknown
5059,unknown,unknown,0,unknown,unknown
5060,unknown,unknown,0,unknown,unknown
5061,unknown,unknown,0,unknown,unknown
5062,unknown,unknown,0,unknown,unknown
5063,unknown,unknown,0,unknown,unknown
5064,unknown,unknown,0,unknown,unknown
5065,unknown,unknown,0,unknown,unknown
5066,unknown,unknown,0,unknown,unknown
5067,unknown,unknown,0,unknown,unknown
5068,unknown,unknown,0,unknown,unknown
5069,unknown,unknown,0,unknown,unknown
5070,unknown,unknown,0,unknown,unknown
5071,unknown,unknown,0,unknown,unknown
5072,unknown,unknown,0,unknown,unknown
5073,unknown,unknown,0,unknown,unknown
5074,unknown,unknown,0,unknown,unknown
5075,unknown,unknown,0,unknown,unknown
5076,unknown,unknown,0,unknown,unknown
5077,unknown,unknown,0,unknown,unknown
5078,unknown,unknown,0,unknown,unknown
5079,unknown,unknown,0,unknown,unknown
5080,unknown,unknown,0,unknown,unknown
5081,unknown,unknown,0,unknown,unknown
5082,unknown,unknown,0,unknown,unknown
5083,unknown,unknown,0,unknown,unknown
5084,unknown,unknown,0,unknown,unknown
5085,unknown,unknown,0,unknown,unknown
5086,unknown,unknown,0,unknown,unknown
5087,unknown,unknown,0,unknown,unknown
5088,unknown,unknown,0,unknown,unknown
5089,unknown,unknown,0,unknown,unknown
5090,unknown,unknown,0,unknown,unknown
5091,unknown,unknown,0,unknown,unknown
5092,unknown,unknown,0,unknown,unknown
5093,unknown,unknown,0,unknown,unknown
5094,unknown,unknown,0,unknown,unknown
5095,unknown,unknown,0,unknown,unknown
5096,unknown,unknown,0,unknown,unknown
5097,unknown,unknown,0,unknown,unknown
5098,unknown,unknown,0,unknown,unknown
5099,unknown,unknown,0,unknown,unknown
5100,unknown,unknown,0,unknown,unknown
5101,unknown,unknown,0,unknown,unknown
5102,unknown,unknown,0,unknown,unknown
5103,unknown,unknown,0,unknown,unknown
5104,unknown,unknown,0,unknown,unknown
5105,unknown,unknown,0,unknown,unknown
5106,unknown,unknown,0,unknown,unknown
5107,unknown,unknown,0,unknown,unknown
5108,unknown,unknown,0,unknown,unknown
5109,unknown,unknown,0,unknown,unknown
5110,unknown,unknown,0,unknown,unknown
5111,unknown,unknown,0,unknown,unknown
5112,unknown,unknown,0,unknown,unknown
5113,unknown,unknown,0,unknown,unknown
5114,unknown,unknown,0,unknown,unknown
5115,unknown,unknown,0,unknown,unknown
5116,unknown,unknown,0,unknown,unknown
5117,unknown,unknown,0,unknown,unknown
5118,unknown,unknown,0,unknown,unknown
5119,unknown,unknown,0,unknown,unknown
5120,unknown,unknown,0,unknown,unknown
5121,unknown,unknown,0,unknown,unknown
5122,unknown,unknown,0,unknown,unknown
5123,unknown,unknown,0,unknown,unknown
5124,unknown,unknown,0,unknown,unknown
5125,unknown,unknown,0,unknown,unknown
5126,unknown,unknown,0,unknown,unknown
5127,unknown,unknown,0,unknown,unknown
5128,unknown,unknown,0,unknown,unknown
5129,unknown,unknown,0,unknown,unknown
5130,unknown,unknown,0,unknown,unknown
5131,unknown,unknown,0,unknown,unknown
5132,unknown,unknown,0,unknown,unknown
5133,unknown,unknown,0,unknown,unknown
5134,unknown,unknown,0,unknown,unknown
5135,unknown,unknown,0,unknown,unknown
5136,unknown,unknown,0,unknown,unknown
5137,unknown,unknown,0,unknown,unknown
5138,unknown,unknown,0,unknown,unknown
5139,unknown,unknown,0,unknown,unknown
5140,unknown,unknown,0,unknown,unknown
5141,unknown,unknown,0,unknown,unknown
5142,unknown,unknown,0,unknown,unknown
5143,unknown,unknown,0,unknown,unknown
5144,unknown,unknown,0,unknown,unknown
5145,unknown,unknown,0,unknown,unknown
5146,unknown,unknown,0,unknown,unknown
5147,unknown,unknown,0,unknown,unknown
5148,unknown,unknown,0,unknown,unknown
5149,unknown,unknown,0,unknown,unknown
5150,unknown,unknown,0,unknown,unknown
5151,unknown,unknown,0,unknown,unknown
5152,unknown,unknown,0,unknown,unknown
5153,unknown,unknown,0,unknown,unknown
5154,unknown,unknown,0,unknown,unknown
5155,unknown,unknown,0,unknown,unknown
5156,unknown,unknown,0,unknown,unknown
5157,unknown,unknown,0,unknown,unknown
5158,unknown,unknown,0,unknown,unknown
5159,unknown,unknown,0,unknown,unknown
5160,unknown,unknown,0,unknown,unknown
5161,unknown,unknown,0,unknown,unknown
5162,unknown,unknown,0,unknown,unknown
5163,unknown,unknown,0,unknown,unknown
5164,unknown,unknown,0,unknown,unknown
5165,unknown,unknown,0,unknown,unknown
5166,unknown,unknown,0,unknown,unknown
5167,unknown,unknown,0,unknown,unknown
5168,unknown,unknown,0,unknown,unknown
5169,unknown,unknown,0,unknown,unknown
5170,unknown,unknown,0,unknown,unknown
5171,unknown,unknown,0,unknown,unknown
5172,unknown,unknown,0,unknown,unknown
5173,unknown,unknown,0,unknown,unknown
5174,unknown,unknown,0,unknown,unknown
5175,unknown,unknown,0,unknown,unknown
5176,unknown,unknown,0,unknown,unknown
5177,unknown,unknown,0,unknown,unknown
5178,unknown,unknown,0,unknown,unknown
5179,unknown,unknown,0,unknown,unknown
5180,unknown,unknown,0,unknown,unknown
5181,unknown,unknown,0,unknown,unknown
5182,unknown,unknown,0,unknown,unknown
5183,unknown,unknown,0,unknown,unknown
5184,unknown,unknown,0,unknown,unknown
5185,unknown,unknown,0,unknown,unknown
5186,unknown,unknown,0,unknown,unknown
5187,unknown,unknown,0,unknown,unknown
5188,unknown,unknown,0,unknown,unknown
5189,unknown,unknown,0,unknown,unknown
5190,unknown,unknown,0,unknown,unknown
5191,unknown,unknown,0,unknown,unknown
5192,unknown,unknown,0,unknown,unknown
5193,unknown,unknown,0,unknown,unknown
5194,unknown,unknown,0,unknown,unknown
5195,unknown,unknown,0,unknown,unknown
5196,unknown,unknown,0,unknown,unknown
5197,unknown,unknown,0,unknown,unknown
5198,unknown,unknown,0,unknown,unknown
5199,unknown,unknown,0,unknown,unknown
5200,unknown,unknown,0,unknown,unknown
5201,unknown,unknown,0,unknown,unknown
5202,unknown,unknown,0,unknown,unknown
5203,unknown,unknown,0,unknown,unknown
5204,unknown,unknown,0,unknown,unknown
5205,unknown,unknown,0,unknown,unknown
5206,unknown,unknown,0,unknown,unknown
5207,unknown,unknown,0,unknown,unknown
5208,unknown,unknown,0,unknown,unknown
5209,unknown,unknown,0,unknown,unknown
5210,unknown,unknown,0,unknown,unknown
5211,unknown,unknown,0,unknown,unknown
5212,unknown,unknown,0,unknown,unknown
5213,unknown,unknown,0,unknown,unknown
5214,unknown,unknown,0,unknown,unknown
5215,unknown,unknown,0,unknown,unknown
5216,unknown,unknown,0,unknown,unknown
5217,unknown,unknown,0,unknown,unknown
5218,unknown,unknown,0,unknown,unknown
5219,unknown,unknown,0,unknown,unknown
5220,unknown,unknown,0,unknown,unknown
5221,unknown,unknown,0,unknown,unknown
5222,unknown,unknown,0,unknown,unknown
5223,unknown,unknown,0,unknown,unknown
5224,unknown,unknown,0,unknown,unknown
5225,unknown,unknown,0,unknown,unknown
5226,unknown,unknown,0,unknown,unknown
5227,unknown,unknown,0,unknown,unknown
5228,unknown,unknown,0,unknown,unknown
5229,unknown,unknown,0,unknown,unknown
5230,unknown,unknown,0,unknown,unknown
5231,unknown,unknown,0,unknown,unknown
5232,unknown,unknown,0,unknown,unknown
5233,unknown,unknown,0,unknown,unknown
5234,unknown,unknown,0,unknown,unknown
5235,unknown,unknown,0,unknown,unknown
5236,unknown,unknown,0,unknown,unknown
5237,unknown,unknown,0,unknown,unknown
5238,unknown,unknown,0,unknown,unknown
5239,unknown,unknown,0,unknown,unknown
5240,unknown,unknown,0,unknown,unknown
5241,unknown,unknown,0,unknown,unknown
5242,unknown,unknown,0,unknown,unknown
5243,unknown,unknown,0,unknown,unknown
5244,unknown,unknown,0,unknown,unknown
5245,unknown,unknown,0,unknown,unknown
5246,unknown,unknown,0,unknown,unknown
5247,unknown,unknown,0,unknown,unknown
5248,unknown,unknown,0,unknown,unknown
5249,unknown,unknown,0,unknown,unknown
5250,unknown,unknown,0,unknown,unknown
5251,unknown,unknown,0,unknown,unknown
5252,unknown,unknown,0,unknown,unknown
5253,unknown,unknown,0,unknown,unknown
5254,unknown,unknown,0,unknown,unknown
5255,unknown,unknown,0,unknown,unknown
5256,unknown,unknown,0,unknown,unknown
5257,unknown,unknown,0,unknown,unknown
5258,unknown,unknown,0,unknown,unknown
5259,unknown,unknown,0,unknown,unknown
5260,unknown,unknown,0,unknown,unknown
5261,unknown,unknown,0,unknown,unknown
5262,unknown,unknown,0,unknown,unknown
5263,unknown,unknown,0,unknown,unknown
5264,unknown,unknown,0,unknown,unknown
5265,unknown,unknown,0,unknown,unknown
5266,unknown,unknown,0,unknown,unknown
5267,unknown,unknown,0,unknown,unknown
5268,unknown,unknown,0,unknown,unknown
5269,unknown,unknown,0,unknown,unknown
5270,unknown,unknown,0,unknown,unknown
5271,unknown,unknown,0,unknown,unknown
5272,unknown,unknown,0,unknown,unknown
5273,unknown,unknown,0,unknown,unknown
5274,unknown,unknown,0,unknown,unknown
5275,unknown,unknown,0,unknown,unknown
5276,unknown,unknown,0,unknown,unknown
5277,unknown,unknown,0,unknown,unknown
5278,unknown,unknown,0,unknown,unknown
5279,unknown,unknown,0,unknown,unknown
5280,unknown,unknown,0,unknown,unknown
5281,unknown,unknown,0,unknown,unknown
5282,unknown,unknown,0,unknown,unknown
5283,unknown,unknown,0,unknown,unknown
5284,unknown,unknown,0,unknown,unknown
5285,unknown,unknown,0,unknown,unknown
5286,unknown,unknown,0,unknown,unknown
5287,unknown,unknown,0,unknown,unknown
5288,unknown,unknown,0,unknown,unknown
5289,unknown,unknown,0,unknown,unknown
5290,unknown,unknown,0,unknown,unknown
5291,unknown,unknown,0,unknown,unknown
5292,unknown,unknown,0,unknown,unknown
5293,unknown,unknown,0,unknown,unknown
5294,unknown,unknown,0,unknown,unknown
5295,unknown,unknown,0,unknown,unknown
5296,unknown,unknown,0,unknown,unknown
5297,unknown,unknown,0,unknown,unknown
5298,unknown,unknown,0,unknown,unknown
5299,unknown,unknown,0,unknown,unknown
5300,unknown,unknown,0,unknown,unknown
5301,unknown,unknown,0,unknown,unknown
5302,unknown,unknown,0,unknown,unknown
5303,unknown,unknown,0,unknown,unknown
5304,unknown,unknown,0,unknown,unknown
5305,unknown,unknown,0,unknown,unknown
5306,unknown,unknown,0,unknown,unknown
5307,unknown,unknown,0,unknown,unknown
5308,unknown,unknown,0,unknown,unknown
5309,unknown,unknown,0,unknown,unknown
5310,unknown,unknown,0,unknown,unknown
5311,unknown,unknown,0,unknown,unknown
5312,unknown,unknown,0,unknown,unknown
5313,unknown,unknown,0,unknown,unknown
5314,unknown,unknown,0,unknown,unknown
5315,unknown,unknown,0,unknown,unknown
5316,unknown,unknown,0,unknown,unknown
5317,unknown,unknown,0,unknown,unknown
5318,unknown,unknown,0,unknown,unknown
5319,unknown,unknown,0,unknown,unknown
5320,unknown,unknown,0,unknown,unknown
5321,unknown,unknown,0,unknown,unknown
5322,unknown,unknown,0,unknown,unknown
5323,unknown,unknown,0,unknown,unknown
5324,unknown,unknown,0,unknown,unknown
5325,unknown,unknown,0,unknown,unknown
5326,unknown,unknown,0,unknown,unknown
5327,unknown,unknown,0,unknown,unknown
5328,unknown,unknown,0,unknown,unknown
5329,unknown,unknown,0,unknown,unknown
5330,unknown,unknown,0,unknown,unknown
5331,unknown,unknown,0,unknown,unknown
5332,unknown,unknown,0,unknown,unknown
5333,unknown,unknown,0,unknown,unknown
5334,unknown,unknown,0,unknown,unknown
5335,unknown,unknown,0,unknown,unknown
5336,unknown,unknown,0,unknown,unknown
5337,unknown,unknown,0,unknown,unknown
5338,unknown,unknown,0,unknown,unknown
5339,unknown,unknown,0,unknown,unknown
5340,unknown,unknown,0,unknown,unknown
5341,unknown,unknown,0,unknown,unknown
5342,unknown,unknown,0,unknown,unknown
5343,unknown,unknown,0,unknown,unknown
5344,unknown,unknown,0,unknown,unknown
5345,unknown,unknown,0,unknown,unknown
5346,unknown,unknown,0,unknown,unknown
5347,unknown,unknown,0,unknown,unknown
5348,unknown,unknown,0,unknown,unknown
5349,unknown,unknown,0,unknown,unknown
5350,unknown,unknown,0,unknown,unknown
5351,unknown,unknown,0,unknown,unknown
5352,unknown,unknown,0,unknown,unknown
5353,unknown,unknown,0,unknown,unknown
5354,unknown,unknown,0,unknown,unknown
5355,unknown,unknown,0,unknown,unknown
5356,unknown,unknown,0,unknown,unknown
5357,unknown,unknown,0,unknown,unknown
5358,unknown,unknown,0,unknown,unknown
5359,unknown,unknown,0,unknown,unknown
5360,unknown,unknown,0,unknown,unknown
5361,unknown,unknown,0,unknown,unknown
5362,unknown,unknown,0,unknown,unknown
5363,unknown,unknown,0,unknown,unknown
5364,unknown,unknown,0,unknown,unknown
5365,unknown,unknown,0,unknown,unknown
5366,unknown,unknown,0,unknown,unknown
5367,unknown,unknown,0,unknown,unknown
5368,unknown,unknown,0,unknown,unknown
5369,unknown,unknown,0,unknown,unknown
5370,unknown,unknown,0,unknown,unknown
5371,unknown,unknown,0,unknown,unknown
5372,unknown,unknown,0,unknown,unknown
5373,unknown,unknown,0,unknown,unknown
5374,unknown,unknown,0,unknown,unknown
5375,unknown,unknown,0,unknown,unknown
5376,unknown,unknown,0,unknown,unknown
5377,unknown,unknown,0,unknown,unknown
5378,unknown,unknown,0,unknown,unknown
5379,unknown,unknown,0,unknown,unknown
5380,unknown,unknown,0,unknown,unknown
5381,unknown,unknown,0,unknown,unknown
5382,unknown,unknown,0,unknown,unknown
5383,unknown,unknown,0,unknown,unknown
5384,unknown,unknown,0,unknown,unknown
5385,unknown,unknown,0,unknown,unknown
5386,unknown,unknown,0,unknown,unknown
5387,unknown,unknown,0,unknown,unknown
5388,unknown,unknown,0,unknown,unknown
5389,unknown,unknown,0,unknown,unknown
5390,unknown,unknown,0,unknown,unknown
5391,unknown,unknown,0,unknown,unknown
5392,unknown,unknown,0,unknown,unknown
5393,unknown,unknown,0,unknown,unknown
5394,unknown,unknown,0,unknown,unknown
5395,unknown,unknown,0,unknown,unknown
5396,unknown,unknown,0,unknown,unknown
5397,unknown,unknown,0,unknown,unknown
5398,unknown,unknown,0,unknown,unknown
5399,unknown,unknown,0,unknown,unknown
5400,unknown,unknown,0,unknown,unknown
5401,unknown,unknown,0,unknown,unknown
5402,unknown,unknown,0,unknown,unknown
5403,unknown,unknown,0,unknown,unknown
5404,unknown,unknown,0,unknown,unknown
5405,unknown,unknown,0,unknown,unknown
5406,unknown,unknown,0,unknown,unknown
5407,unknown,unknown,0,unknown,unknown
5408,unknown,unknown,0,unknown,unknown
5409,unknown,unknown,0,unknown,unknown
5410,unknown,unknown,0,unknown,unknown
5411,unknown,unknown,0,unknown,unknown
5412,unknown,unknown,0,unknown,unknown
5413,unknown,unknown,0,unknown,unknown
5414,unknown,unknown,0,unknown,unknown
5415,unknown,unknown,0,unknown,unknown
5416,unknown,unknown,0,unknown,unknown
5417,unknown,unknown,0,unknown,unknown
5418,unknown,unknown,0,unknown,unknown
5419,unknown,unknown,0,unknown,unknown
5420,unknown,unknown,0,unknown,unknown
5421,unknown,unknown,0,unknown,unknown
5422,unknown,unknown,0,unknown,unknown
5423,unknown,unknown,0,unknown,unknown
5424,unknown,unknown,0,unknown,unknown
5425,unknown,unknown,0,unknown,unknown
5426,unknown,unknown,0,unknown,unknown
5427,unknown,unknown,0,unknown,unknown
5428,unknown,unknown,0,unknown,unknown
5429,unknown,unknown,0,unknown,unknown
5430,unknown,unknown,0,unknown,unknown
5431,unknown,unknown,0,unknown,unknown
5432,unknown,unknown,0,unknown,unknown
5433,unknown,unknown,0,unknown,unknown
5434,unknown,unknown,0,unknown,unknown
5435,unknown,unknown,0,unknown,unknown
5436,unknown,unknown,0,unknown,unknown
5437,unknown,unknown,0,unknown,unknown
5438,unknown,unknown,0,unknown,unknown
5439,unknown,unknown,0,unknown,unknown
5440,unknown,unknown,0,unknown,unknown
5441,unknown,unknown,0,unknown,unknown
5442,unknown,unknown,0,unknown,unknown
5443,unknown,unknown,0,unknown,unknown
5444,unknown,unknown,0,unknown,unknown
5445,unknown,unknown,0,unknown,unknown
5446,unknown,unknown,0,unknown,unknown
5447,unknown,unknown,0,unknown,unknown
5448,unknown,unknown,0,unknown,unknown
5449,unknown,unknown,0,unknown,unknown
5450,unknown,unknown,0,unknown,unknown
5451,unknown,unknown,0,unknown,unknown
5452,unknown,unknown,0,unknown,unknown
5453,unknown,unknown,0,unknown,unknown
5454,unknown,unknown,0,unknown,unknown
5455,unknown,unknown,0,unknown,unknown
5456,unknown,unknown,0,unknown,unknown
5457,unknown,unknown,0,unknown,unknown
5458,unknown,unknown,0,unknown,unknown
5459,unknown,unknown,0,unknown,unknown
5460,unknown,unknown,0,unknown,unknown
5461,unknown,unknown,0,unknown,unknown
5462,unknown,unknown,0,unknown,unknown
5463,unknown,unknown,0,unknown,unknown
5464,unknown,unknown,0,unknown,unknown
5465,unknown,unknown,0,unknown,unknown
5466,unknown,unknown,0,unknown,unknown
5467,unknown,unknown,0,unknown,unknown
5468,unknown,unknown,0,unknown,unknown
5469,unknown,unknown,0,unknown,unknown
5470,unknown,unknown,0,unknown,unknown
5471,unknown,unknown,0,unknown,unknown
5472,unknown,unknown,0,unknown,unknown
5473,unknown,unknown,0,unknown,unknown
5474,unknown,unknown,0,unknown,unknown
5475,unknown,unknown,0,unknown,unknown
5476,unknown,unknown,0,unknown,unknown
5477,unknown,unknown,0,unknown,unknown
5478,unknown,unknown,0,unknown,unknown
5479,unknown,unknown,0,unknown,unknown
5480,unknown,unknown,0,unknown,unknown
5481,unknown,unknown,0,unknown,unknown
5482,unknown,unknown,0,unknown,unknown
5483,unknown,unknown,0,unknown,unknown
5484,unknown,unknown,0,unknown,unknown
5485,unknown,unknown,0,unknown,unknown
5486,unknown,unknown,0,unknown,unknown
5487,unknown,unknown,0,unknown,unknown
5488,unknown,unknown,0,unknown,unknown
5489,unknown,unknown,0,unknown,unknown
5490,unknown,unknown,0,unknown,unknown
5491,unknown,unknown,0,unknown,unknown
5492,unknown,unknown,0,unknown,unknown
5493,unknown,unknown,0,unknown,unknown
5494,unknown,unknown,0,unknown,unknown
5495,unknown,unknown,0,unknown,unknown
5496,unknown,unknown,0,unknown,unknown
5497,unknown,unknown,0,unknown,unknown
5498,unknown,unknown,0,unknown,unknown
5499,unknown,unknown,0,unknown,unknown
5500,unknown,unknown,0,unknown,unknown
5501,unknown,unknown,0,unknown,unknown
5502,unknown,unknown,0,unknown,unknown
5503,unknown,unknown,0,unknown,unknown
5504,unknown,unknown,0,unknown,unknown
5505,unknown,unknown,0,unknown,unknown
5506,unknown,unknown,0,unknown,unknown
5507,unknown,unknown,0,unknown,unknown
5508,unknown,unknown,0,unknown,unknown
5509,unknown,unknown,0,unknown,unknown
5510,unknown,unknown,0,unknown,unknown
5511,unknown,unknown,0,unknown,unknown
5512,unknown,unknown,0,unknown,unknown
5513,unknown,unknown,0,unknown,unknown
5514,unknown,unknown,0,unknown,unknown
5515,unknown,unknown,0,unknown,unknown
5516,unknown,unknown,0,unknown,unknown
5517,unknown,unknown,0,unknown,unknown
5518,unknown,unknown,0,unknown,unknown
5519,unknown,unknown,0,unknown,unknown
5520,unknown,unknown,0,unknown,unknown
5521,unknown,unknown,0,unknown,unknown
5522,unknown,unknown,0,unknown,unknown
5523,unknown,unknown,0,unknown,unknown
5524,unknown,unknown,0,unknown,unknown
5525,unknown,unknown,0,unknown,unknown
5526,unknown,unknown,0,unknown,unknown
5527,unknown,unknown,0,unknown,unknown
5528,unknown,unknown,0,unknown,unknown
5529,unknown,unknown,0,unknown,unknown
5530,unknown,unknown,0,unknown,unknown
5531,unknown,unknown,0,unknown,unknown
5532,unknown,unknown,0,unknown,unknown
5533,unknown,unknown,0,unknown,unknown
5534,unknown,unknown,0,unknown,unknown
5535,unknown,unknown,0,unknown,unknown
5536,unknown,unknown,0,unknown,unknown
5537,unknown,unknown,0,unknown,unknown
5538,unknown,unknown,0,unknown,unknown
5539,unknown,unknown,0,unknown,unknown
5540,unknown,unknown,0,unknown,unknown
5541,unknown,unknown,0,unknown,unknown
5542,unknown,unknown,0,unknown,unknown
5543,unknown,unknown,0,unknown,unknown
5544,unknown,unknown,0,unknown,unknown
5545,unknown,unknown,0,unknown,unknown
5546,unknown,unknown,0,unknown,unknown
5547,unknown,unknown,0,unknown,unknown
5548,unknown,unknown,0,unknown,unknown
5549,unknown,unknown,0,unknown,unknown
5550,unknown,unknown,0,unknown,unknown
5551,unknown,unknown,0,unknown,unknown
5552,unknown,unknown,0,unknown,unknown
5553,unknown,unknown,0,unknown,unknown
5554,unknown,unknown,0,unknown,unknown
5555,unknown,unknown,0,unknown,unknown
5556,unknown,unknown,0,unknown,unknown
5557,unknown,unknown,0,unknown,unknown
5558,unknown,unknown,0,unknown,unknown
5559,unknown,unknown,0,unknown,unknown
5560,unknown,unknown,0,unknown,unknown
5561,unknown,unknown,0,unknown,unknown
5562,unknown,unknown,0,unknown,unknown
5563,unknown,unknown,0,unknown,unknown
5564,unknown,unknown,0,unknown,unknown
5565,unknown,unknown,0,unknown,unknown
5566,unknown,unknown,0,unknown,unknown
5567,unknown,unknown,0,unknown,unknown
5568,unknown,unknown,0,unknown,unknown
5569,unknown,unknown,0,unknown,unknown
5570,unknown,unknown,0,unknown,unknown
5571,unknown,unknown,0,unknown,unknown
5572,unknown,unknown,0,unknown,unknown
5573,unknown,unknown,0,unknown,unknown
5574,unknown,unknown,0,unknown,unknown
5575,unknown,unknown,0,unknown,unknown
5576,unknown,unknown,0,unknown,unknown
5577,unknown,unknown,0,unknown,unknown
5578,unknown,unknown,0,unknown,unknown
5579,unknown,unknown,0,unknown,unknown
5580,unknown,unknown,0,unknown,unknown
5581,unknown,unknown,0,unknown,unknown
5582,unknown,unknown,0,unknown,unknown
5583,unknown,unknown,0,unknown,unknown
5584,unknown,unknown,0,unknown,unknown
5585,unknown,unknown,0,unknown,unknown
5586,unknown,unknown,0,unknown,unknown
5587,unknown,unknown,0,unknown,unknown
5588,unknown,unknown,0,unknown,unknown
5589,unknown,unknown,0,unknown,unknown
5590,unknown,unknown,0,unknown,unknown
5591,unknown,unknown,0,unknown,unknown
5592,unknown,unknown,0,unknown,unknown
5593,unknown,unknown,0,unknown,unknown
5594,unknown,unknown,0,unknown,unknown
5595,unknown,unknown,0,unknown,unknown
5596,unknown,unknown,0,unknown,unknown
5597,unknown,unknown,0,unknown,unknown
5598,unknown,unknown,0,unknown,unknown
5599,unknown,unknown,0,unknown,unknown
5600,unknown,unknown,0,unknown,unknown
5601,unknown,unknown,0,unknown,unknown
5602,unknown,unknown,0,unknown,unknown
5603,unknown,unknown,0,unknown,unknown
5604,unknown,unknown,0,unknown,unknown
5605,unknown,unknown,0,unknown,unknown
5606,unknown,unknown,0,unknown,unknown
5607,unknown,unknown,0,unknown,unknown
5608,unknown,unknown,0,unknown,unknown
5609,unknown,unknown,0,unknown,unknown
5610,unknown,unknown,0,unknown,unknown
5611,unknown,unknown,0,unknown,unknown
5612,unknown,unknown,0,unknown,unknown
5613,unknown,unknown,0,unknown,unknown
5614,unknown,unknown,0,unknown,unknown
5615,unknown,unknown,0,unknown,unknown
5616,unknown,unknown,0,unknown,unknown
5617,unknown,unknown,0,unknown,unknown
5618,unknown,unknown,0,unknown,unknown
5619,unknown,unknown,0,unknown,unknown
5620,unknown,unknown,0,unknown,unknown
5621,unknown,unknown,0,unknown,unknown
5622,unknown,unknown,0,unknown,unknown
5623,unknown,unknown,0,unknown,unknown
5624,unknown,unknown,0,unknown,unknown
5625,unknown,unknown,0,unknown,unknown
5626,unknown,unknown,0,unknown,unknown
5627,unknown,unknown,0,unknown,unknown
5628,unknown,unknown,0,unknown,unknown
5629,unknown,unknown,0,unknown,unknown
5630,unknown,unknown,0,unknown,unknown
5631,unknown,unknown,0,unknown,unknown
5632,unknown,unknown,0,unknown,unknown
5633,unknown,unknown,0,unknown,unknown
5634,unknown,unknown,0,unknown,unknown
5635,unknown,unknown,0,unknown,unknown
5636,unknown,unknown,0,unknown,unknown
5637,unknown,unknown,0,unknown,unknown
5638,unknown,unknown,0,unknown,unknown
5639,unknown,unknown,0,unknown,unknown
5640,unknown,unknown,0,unknown,unknown
5641,unknown,unknown,0,unknown,unknown
5642,unknown,unknown,0,unknown,unknown
5643,unknown,unknown,0,unknown,unknown
5644,unknown,unknown,0,unknown,unknown
5645,unknown,unknown,0,unknown,unknown
5646,unknown,unknown,0,unknown,unknown
5647,unknown,unknown,0,unknown,unknown
5648,unknown,unknown,0,unknown,unknown
5649,unknown,unknown,0,unknown,unknown
5650,unknown,unknown,0,unknown,unknown
5651,unknown,unknown,0,unknown,unknown
5652,unknown,unknown,0,unknown,unknown
5653,unknown,unknown,0,unknown,unknown
5654,unknown,unknown,0,unknown,unknown
5655,unknown,unknown,0,unknown,unknown
5656,unknown,unknown,0,unknown,unknown
5657,unknown,unknown,0,unknown,unknown
5658,unknown,unknown,0,unknown,unknown
5659,unknown,unknown,0,unknown,unknown
5660,unknown,unknown,0,unknown,unknown
5661,unknown,unknown,0,unknown,unknown
5662,unknown,unknown,0,unknown,unknown
5663,unknown,unknown,0,unknown,unknown
5664,unknown,unknown,0,unknown,unknown
5665,unknown,unknown,0,unknown,unknown
5666,unknown,unknown,0,unknown,unknown
5667,unknown,unknown,0,unknown,unknown
5668,unknown,unknown,0,unknown,unknown
5669,unknown,unknown,0,unknown,unknown
5670,unknown,unknown,0,unknown,unknown
